Unnamed: 0,Path,Canonical,Transcript,Error,Error_GT
326,L2_arctic_WAV/ERMS_arctic_a0040,"[56, 46, 8, 48, 14, 70, 29, 6, 36, 8, 55, 58, 7, 36, 56, 9, 49, 24, 70, 28, 8, 68, 24, 10, 8, 48, 67, 49, 50]","[56, 46, 8, 33, 14, 70, 5, 6, 36, 8, 55, 58, 7, 36, 56, 9, 49, 24, 46, 28, 8, 68, 24, 10, 20, 48, 67, 49, 50]","[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
327,L2_arctic_WAV/ERMS_arctic_a0041,"[68, 49, 55, 36, 56, 30, 56, 30, 59, 14, 15, 3, 3, 8, 37, 50, 49, 63, 8, 46, 48, 52, 30]","[68, 49, 55, 36, 56, 30, 56, 30, 59, 14, 15, 3, 64, 70, 37, 50, 49, 58, 8, 46, 48, 52, 30]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
328,L2_arctic_WAV/ERMS_arctic_a0042,"[67, 15, 28, 31, 58, 67, 49, 24, 28, 46, 48, 30, 60, 55, 67, 24, 70, 48, 8, 70, 52, 9, 8, 55, 8, 39, 63, 8, 46, 28, 52, 35]","[67, 15, 28, 31, 3, 67, 49, 24, 28, 46, 48, 30, 60, 55, 67, 24, 70, 48, 8, 46, 52, 9, 8, 55, 46, 8, 39, 58, 24, 46, 28, 52, 35]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
329,L2_arctic_WAV/ERMS_arctic_a0045,"[67, 49, 68, 6, 39, 58, 8, 36, 60, 64, 70, 28, 36, 56, 8, 3, 30, 49, 52, 70, 67, 49, 67, 64, 58, 28, 8, 68]","[67, 49, 68, 6, 48, 8, 36, 60, 64, 46, 28, 36, 56, 8, 3, 30, 49, 52, 46, 67, 49, 67, 20, 3, 28, 8, 68]","[1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]"
330,L2_arctic_WAV/ERMS_arctic_a0046,"[63, 49, 59, 7, 30, 54, 60, 46, 3, 67, 24, 68, 67, 7, 56, 70, 9, 56, 55, 24, 10, 36, 24, 22, 46, 8, 58, 8, 55, 54, 24, 50]","[58, 49, 59, 23, 30, 54, 60, 46, 67, 24, 68, 67, 7, 56, 46, 9, 56, 55, 24, 10, 36, 24, 3, 46, 8, 58, 8, 55, 54, 24, 50]","[0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
331,L2_arctic_WAV/ERMS_arctic_a0047,"[28, 30, 14, 46, 37, 24, 46, 56, 58, 67, 24, 68, 59, 30, 49, 68, 58, 63, 49, 36, 56, 3, 54, 64, 10, 70, 8, 39, 63, 8, 36, 31, 30, 54, 58, 40, 59]","[47, 30, 14, 46, 37, 24, 46, 56, 58, 67, 24, 68, 59, 30, 49, 68, 58, 58, 49, 36, 56, 3, 54, 20, 10, 46, 8, 39, 58, 8, 36, 40, 30, 54, 58, 40, 28]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1]"
332,L2_arctic_WAV/ERMS_arctic_a0048,"[67, 49, 30, 31, 28, 3, 64, 3, 63, 8, 67, 64, 10, 28, 7, 35, 49, 54, 68, 40, 50, 28, 30, 14, 46, 30, 49]","[67, 49, 30, 31, 28, 3, 64, 3, 58, 8, 67, 20, 55, 28, 7, 35, 49, 54, 68, 40, 50, 28, 30, 14, 46, 30, 49]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
333,L2_arctic_WAV/ERMS_arctic_a0051,"[63, 8, 30, 60, 46, 36, 8, 70, 8, 39, 8, 58, 52, 30, 8, 28, 8, 3, 56, 39, 7, 49, 28, 8, 30, 7, 54, 60, 55, 3, 30, 49, 3, 24, 55, 3, 24, 58, 36, 24, 22, 29, 52, 30, 14]","[58, 8, 30, 60, 46, 36, 20, 46, 8, 39, 8, 58, 52, 30, 8, 28, 8, 3, 56, 53, 7, 49, 28, 40, 30, 7, 54, 60, 55, 3, 30, 49, 3, 49, 55, 3, 24, 58, 36, 24, 3, 29, 52, 30, 14]","[0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
334,L2_arctic_WAV/ERMS_arctic_a0052,"[24, 3, 36, 8, 70, 8, 28, 29, 31, 50, 49, 8, 46, 28, 14, 24, 55, 46, 24, 58, 8, 55, 46]","[24, 3, 36, 8, 46, 8, 28, 29, 31, 50, 49, 8, 46, 28, 40, 24, 55, 46, 49, 58, 8, 55, 46]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
335,L2_arctic_WAV/ERMS_arctic_a0053,"[46, 8, 58, 8, 55, 30, 49, 67, 24, 70, 54, 24, 10, 59, 7, 70, 28, 30, 14, 70, 58, 3, 56, 3, 30, 49, 14, 39, 7, 63, 8, 67, 64, 10, 28, 7, 35, 49, 54]","[46, 8, 58, 8, 55, 30, 49, 67, 24, 46, 54, 49, 10, 59, 7, 46, 28, 30, 14, 46, 3, 56, 3, 30, 49, 14, 53, 7, 58, 8, 62, 20, 10, 28, 7, 35, 49, 54]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
336,L2_arctic_WAV/ERMS_arctic_a0054,"[63, 52, 50, 36, 8, 70, 55, 8, 22, 24, 10, 17, 55, 63, 8, 50, 17, 28]","[58, 52, 50, 36, 8, 46, 55, 8, 3, 24, 10, 17, 55, 58, 32, 50, 17, 28]","[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
337,L2_arctic_WAV/ERMS_arctic_a0058,"[56, 28, 60, 68, 54, 50, 7, 24, 55, 54, 7, 68, 60, 9, 8, 55, 68, 40, 50, 15, 3, 8, 39, 28, 29, 31, 50, 49, 17, 46, 8, 3, 49, 63, 64, 55, 52, 55, 49, 22, 24, 10, 52, 30, 46]","[56, 28, 60, 68, 54, 50, 7, 24, 55, 54, 7, 68, 60, 9, 8, 55, 68, 40, 50, 15, 3, 28, 29, 31, 50, 49, 17, 46, 8, 3, 49, 58, 64, 10, 52, 55, 49, 3, 24, 10, 52, 30, 46]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
338,L2_arctic_WAV/ERMS_arctic_a0059,"[67, 24, 70, 24, 68, 64, 28, 29, 6, 30, 24, 3, 8, 48, 24, 50, 8, 55, 46, 36, 8, 70, 59, 40, 55]","[67, 24, 46, 24, 68, 64, 28, 29, 6, 30, 24, 3, 8, 48, 24, 50, 8, 55, 46, 36, 20, 46, 59, 40, 55]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
339,L2_arctic_WAV/ERMS_arctic_a0060,"[52, 55, 49, 36, 60, 55, 14, 36, 8, 55, 46, 40, 67, 7, 30, 56, 28, 63, 64, 3]","[52, 55, 49, 36, 60, 55, 14, 36, 20, 55, 46, 40, 67, 7, 30, 56, 28, 58, 64, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
340,L2_arctic_WAV/ERMS_arctic_a0062,"[63, 8, 68, 52, 55, 46, 3, 52, 50, 58, 24, 55, 3, 6, 49, 35, 8, 63, 7, 50, 70, 54, 60, 46]","[58, 8, 68, 64, 55, 32, 46, 25, 52, 50, 58, 49, 55, 3, 6, 49, 35, 8, 63, 7, 66, 46, 54, 60, 46]","[0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
341,L2_arctic_WAV/ERMS_arctic_a0063,"[29, 52, 46, 24, 3, 36, 8, 70, 8, 68, 64, 55, 67, 6, 64, 46, 28, 3, 8, 46, 3, 50, 60, 55, 69, 7]","[69, 52, 46, 24, 3, 36, 20, 46, 8, 68, 20, 55, 67, 6, 64, 46, 28, 3, 8, 46, 3, 50, 60, 55, 29, 7]","[0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
342,L2_arctic_WAV/ERMS_arctic_a0064,"[63, 8, 54, 40, 50, 22, 8, 55, 58, 54, 24, 54, 22, 58, 60, 70, 48, 64, 46, 3, 36, 24, 63, 15, 3, 52, 55, 49, 58, 24, 39, 52, 30, 8, 48, 68, 8, 55, 3, 46]","[58, 8, 54, 40, 50, 3, 20, 10, 54, 49, 54, 3, 58, 60, 46, 33, 64, 46, 3, 36, 24, 63, 15, 3, 52, 55, 49, 58, 32, 53, 32, 30, 8, 48, 68, 8, 55, 3, 46]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
343,L2_arctic_WAV/ERMS_arctic_a0065,"[63, 60, 28, 30, 14, 70, 58, 55, 15, 8, 55, 3, 24, 30, 67, 24, 70, 54, 24, 10, 59, 7, 70, 36, 7, 30, 56, 28, 28, 40, 50, 58, 70, 8, 39, 46, 3, 49, 30]","[58, 60, 28, 30, 14, 46, 55, 15, 8, 55, 3, 49, 67, 24, 46, 54, 49, 10, 59, 7, 46, 36, 7, 30, 56, 28, 28, 40, 50, 58, 46, 8, 39, 46, 3, 49, 30]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
344,L2_arctic_WAV/ERMS_arctic_a0067,"[9, 31, 50, 30, 49, 56, 36, 8, 30, 24, 28, 46, 28, 29, 6, 70, 29, 6, 9, 49, 28, 50, 56, 58]","[9, 31, 50, 30, 49, 56, 36, 49, 30, 24, 28, 46, 47, 29, 6, 46, 29, 6, 9, 49, 28, 50, 56, 3]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]"
345,L2_arctic_WAV/ERMS_arctic_a0071,"[67, 36, 8, 3, 36, 8, 70, 63, 49, 17, 37, 69, 52, 28, 3, 8, 39, 29, 31, 50, 30, 24, 3, 8, 30, 46, 52, 55, 46, 60, 9, 8, 55]","[67, 36, 8, 3, 36, 8, 70, 70, 32, 17, 37, 69, 52, 28, 8, 39, 29, 31, 50, 30, 49, 3, 8, 30, 46, 52, 55, 46, 60, 9, 8, 55, 3]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
346,L2_arctic_WAV/ERMS_arctic_a0073,"[63, 8, 48, 50, 8, 68, 14, 3, 7, 70, 56, 70, 36, 7, 67, 52, 39, 49, 36, 24, 22, 30, 24, 3, 8, 30, 48, 8, 54, 49, 37, 64, 59, 70, 8, 55, 58, 7, 63, 52, 68]","[58, 8, 48, 50, 8, 68, 14, 3, 7, 46, 56, 46, 36, 7, 62, 52, 53, 49, 36, 24, 3, 30, 49, 3, 8, 30, 54, 37, 20, 54, 49, 37, 20, 59, 46, 8, 55, 58, 7, 58, 52, 68]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
347,L2_arctic_WAV/ERMS_arctic_a0075,"[63, 52, 50, 67, 64, 70, 37, 24, 55, 8, 35, 60, 55, 69, 9, 49, 24, 55, 3, 7, 8, 48, 3, 24, 58, 67, 24, 68]","[58, 52, 50, 67, 64, 46, 37, 49, 10, 8, 35, 60, 55, 69, 9, 49, 24, 55, 3, 7, 8, 48, 3, 67, 24, 68]","[0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
348,L2_arctic_WAV/ERMS_arctic_a0076,"[63, 8, 59, 50, 60, 56, 70, 54, 17, 30, 3, 7, 58, 63, 8, 54, 30, 8, 9, 58, 49, 48, 8, 55, 58]","[58, 8, 59, 50, 60, 58, 56, 46, 54, 20, 30, 3, 7, 58, 58, 8, 54, 30, 8, 9, 58, 49, 48, 8, 55, 58]","[0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
349,L2_arctic_WAV/ERMS_arctic_a0077,"[24, 3, 24, 70, 63, 8, 54, 56, 7, 48, 17, 50, 3, 30, 49, 9, 49, 46, 52, 58]","[24, 3, 24, 70, 63, 8, 54, 56, 7, 48, 17, 50, 3, 30, 49, 9, 49, 46, 52, 58]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
350,L2_arctic_WAV/ERMS_arctic_a0078,"[63, 52, 55, 8, 55, 58, 64, 3, 46, 8, 48, 7, 67, 49, 3, 50, 56, 58, 3, 8, 54, 64, 63, 8, 68, 67, 7]","[63, 52, 55, 20, 55, 58, 64, 3, 46, 20, 48, 7, 67, 49, 3, 50, 56, 58, 3, 8, 54, 20, 58, 40, 68, 67, 23]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1]"
351,L2_arctic_WAV/ERMS_arctic_a0079,"[24, 3, 36, 8, 70, 8, 30, 17, 50, 69, 28, 8, 55, 6]","[24, 3, 36, 8, 70, 8, 30, 17, 50, 26, 28, 8, 55, 6, 32]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
352,L2_arctic_WAV/ERMS_arctic_a0081,"[67, 36, 8, 3, 24, 54, 9, 49, 58, 24, 58, 55, 17, 3, 28, 8, 68, 3, 8, 63, 8, 50, 17, 28]","[67, 36, 8, 3, 49, 54, 9, 49, 58, 49, 58, 55, 17, 3, 28, 8, 68, 3, 8, 58, 8, 50, 17, 28]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
353,L2_arctic_WAV/ERMS_arctic_a0082,"[67, 24, 70, 54, 60, 46, 36, 8, 70, 46, 3, 50, 49, 68, 24, 10, 36, 24, 22, 37, 30, 8, 58]","[67, 24, 70, 54, 60, 36, 8, 46, 46, 3, 50, 49, 68, 24, 10, 36, 49, 58, 37, 30, 8, 58]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
354,L2_arctic_WAV/ERMS_arctic_a0085,"[8, 3, 50, 24, 28, 8, 30, 8, 39, 54, 50, 52, 9, 37, 30, 8, 58, 50, 64, 55, 14, 39, 7, 67, 24, 70, 54, 60, 46]","[8, 46, 50, 49, 28, 8, 30, 8, 39, 54, 30, 52, 9, 37, 30, 8, 58, 50, 20, 55, 40, 53, 7, 67, 24, 70, 54, 60, 46]","[1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
355,L2_arctic_WAV/ERMS_arctic_a0086,"[58, 52, 22, 67, 64, 58, 28, 8, 68, 36, 24, 63, 3, 52, 50, 8, 37, 8, 30, 46, 8, 58, 8, 55, 55, 8, 46]","[58, 52, 3, 67, 20, 58, 28, 20, 68, 36, 49, 58, 3, 52, 50, 8, 37, 8, 30, 46, 20, 58, 20, 55, 55, 8, 46]","[1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
356,L2_arctic_WAV/ERMS_arctic_a0088,"[67, 49, 68, 60, 58, 9, 31, 50, 63, 8, 3, 63, 8, 68, 64, 59, 8, 70, 49, 55, 36, 8, 70, 30, 14, 58, 8, 58, 8, 55, 58, 50, 24, 70, 6, 68, 58, 67, 24, 70, 48, 64, 58, 30, 24, 10]","[62, 49, 68, 60, 58, 9, 31, 50, 58, 20, 3, 58, 8, 68, 64, 59, 8, 46, 49, 55, 36, 8, 46, 30, 14, 3, 20, 55, 58, 50, 24, 46, 49, 8, 68, 67, 49, 46, 48, 20, 63, 30, 24, 10]","[0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0]"
357,L2_arctic_WAV/ERMS_arctic_a0089,"[63, 8, 55, 56, 3, 59, 30, 14, 36, 8, 70, 3, 50, 52, 35, 7, 8, 46, 3, 8, 9, 6, 3, 37, 56]","[58, 32, 55, 56, 3, 59, 30, 14, 36, 8, 46, 3, 50, 49, 35, 7, 8, 46, 3, 8, 9, 6, 3, 37, 56]","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
358,L2_arctic_WAV/ERMS_arctic_a0090,"[63, 8, 46, 24, 10, 24, 10, 39, 57, 46, 8, 48, 50, 14, 35, 3, 50, 64, 48, 8, 58, 30, 49]","[58, 32, 46, 49, 10, 59, 49, 68, 37, 57, 46, 8, 48, 50, 34, 35, 66, 20, 48, 8, 58, 30, 49]","[0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
359,L2_arctic_WAV/ERMS_arctic_a0091,"[67, 24, 70, 37, 30, 8, 58, 59, 50, 6, 67, 17, 3, 36, 24, 63, 50, 60, 69, 64, 3, 63, 8, 22, 40, 3]","[67, 24, 46, 37, 30, 8, 58, 59, 50, 49, 67, 17, 3, 36, 24, 58, 8, 50, 60, 35, 20, 3, 63, 32, 22, 40, 3]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
360,L2_arctic_WAV/ERMS_arctic_a0092,"[67, 49, 36, 52, 55, 3, 58, 15, 55, 24, 55, 68, 24, 58, 46, 3, 50, 49, 68, 46, 7, 35, 24, 10, 63, 8, 9, 64, 58, 14, 70, 8, 39, 37, 14, 22, 9, 40, 50, 70]","[62, 49, 36, 52, 55, 3, 58, 15, 55, 49, 55, 68, 49, 58, 46, 3, 50, 49, 68, 46, 7, 35, 24, 10, 58, 8, 9, 20, 63, 14, 46, 8, 39, 37, 34, 3, 9, 40, 50, 46]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]"
361,L2_arctic_WAV/ERMS_arctic_a0093,"[54, 40, 50, 8, 54, 31, 30, 68, 24, 55, 8, 3, 67, 49, 28, 50, 15, 35, 3, 8, 55, 58, 30, 24, 46, 8, 55, 58]","[54, 40, 50, 8, 54, 6, 30, 68, 49, 55, 8, 3, 62, 49, 28, 50, 15, 35, 3, 20, 55, 58, 30, 49, 46, 8, 55, 58]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]"
